Gene1	Gene2	Annotation	Direction	Score
NCOR1	RBBP5	catalyzed by; input	<-	1.00
NCOR1	RBBP7	activate; complex; input	->	1.00
NCOR1	RBPJ	activated by; complex; input	<-	1.00
NCOR1	RCOR1	predicted	-	0.95
NCOR1	REST	predicted	-	0.93
NCOR1	RORA	activated by; complex; inhibit; input	<-|	1.00
NCOR1	RORB	complex; input	-	1.00
NCOR1	RORC	complex; input	-	1.00
NCOR1	RPS27A	catalyze; input	->	1.00
NCOR1	RXRA	PPrel: binding/association; activated by; complex; inhibit; input	<-|	1.00
NCOR1	RXRB	PPrel: binding/association; complex; input	-	1.00
NCOR1	RXRG	PPrel: binding/association; complex; input	-	1.00
NCOR1	SAFB	predicted	-	0.91
NCOR1	SAP18	complex; input	-	1.00
NCOR1	SAP30	complex; input	-	1.00
NCOR1	SAP30L	predicted	-	0.93
NCOR1	SIAH2	predicted	-	0.91
NCOR1	SIN3A	PPrel: binding/association; complex; input	-	1.00
NCOR1	SIN3B	complex; input	-	1.00
NCOR1	SIRT1	activated by; inhibit	<-|	1.00
NCOR1	SKI	complex; input	-	1.00
NCOR1	SKIL	complex; input	-	1.00
NCOR1	SMAD2	complex; inhibit; input	-|	1.00
NCOR1	SMAD3	complex; inhibit; input	-|	1.00
NCOR1	SMAD4	complex; inhibit; input	-|	1.00
NCOR1	SMARCA4	predicted	-	0.90
NCOR1	SMARCC2	predicted	-	0.90
NCOR1	SMARCD3	activated by; inhibit; input	<-|	1.00
NCOR1	SNW1	complex; input	-	1.00
NCOR1	SPEN	predicted	-	0.91
NCOR1	SUZ12	activate; complex	->	1.00
NCOR1	TAB2	complex; input	-	1.00
NCOR1	TBL1X	activated by; complex; inhibite; input	<-|	1.00
NCOR1	TBL1XR1	activated by; complex; inhibit; input	<-|	1.00
NCOR1	TBL1Y	predicted	-	0.97
NCOR1	TGS1	activated by; inhibit; input	<-|	1.00
NCOR1	THRA	PPrel: binding/association; complex; input	-	1.00
NCOR1	THRAP3	input	-	1.00
NCOR1	THRB	PPrel: binding/association; complex; input	-	1.00
NCOR1	TNF	reaction	-	1.00
NCOR1	TNFRSF1A	reaction	-	1.00
NCOR1	TP53	predicted	-	0.93
NCOR1	TRIM28	activate; complex; inhibited by	|->	1.00
NCOR1	TRRAP	predicted	-	0.90
NCOR1	UBA52	catalyze; input	->	1.00
NCOR1	UBB	catalyze; input	->	1.00
NCOR1	UBC	catalyze; input	->	1.00
NCOR1	UBE2I	predicted	-	0.91
NCOR1	VDR	complex; input	-	1.00
NCOR1	WDR5	catalyzed by; input	<-	1.00
NCOR1	XRCC6	predicted	-	0.94
NCOR1	YWHAZ	predicted	-	0.90
NCOR1	YY1	complex	-	1.00
NCOR1	ZBTB7A	predicted	-	0.92
NCOR2	NFIC	predicted	-	0.92
NCOR2	NFIX	predicted	-	0.91
NCOR2	NOTCH1	activated by; catalyzed by; inhibite; input	<-|	1.00
NCOR2	NOTCH3	catalyzed by; inhibite	<-|	1.00
NCOR2	NPAS1	predicted	-	0.91
NCOR2	NR0B1	complex; input	-	1.00
NCOR2	NR0B2	complex; input	-	1.00
NCOR2	NR1D1	complex; input	-	1.00
NCOR2	NR1D2	complex; input	-	1.00
NCOR2	NR1H2	complex; input	-	1.00
NCOR2	NR1H3	complex; input	-	1.00
NCOR2	NR1H4	complex; input	-	1.00
NCOR2	NR1I2	complex; input	-	1.00
NCOR2	NR1I3	complex; input	-	1.00
NCOR2	NR2C1	complex; input	-	1.00
NCOR2	NR2C2	complex; input	-	1.00
NCOR2	NR2C2AP	complex; input	-	1.00
NCOR2	NR2E1	complex; input	-	1.00
NCOR2	NR2E3	complex; input	-	1.00
NCOR2	NR2F1	complex; input	-	1.00
NCOR2	NR2F2	predicted	-	0.91
NCOR2	NR2F6	complex; input	-	1.00
NCOR2	NR3C1	complex; input	-	1.00
NCOR2	NR3C2	complex; input	-	1.00
NCOR2	NR4A1	complex; input	-	1.00
NCOR2	NR4A2	complex; input	-	1.00
NCOR2	NR4A3	complex; input	-	1.00
NCOR2	NR5A1	complex; input	-	1.00
NCOR2	NR5A2	complex; input	-	1.00
NCOR2	NR6A1	complex; input	-	1.00
NCOR2	NRBF2	complex; input	-	1.00
NCOR2	NRBP1	complex; input	-	1.00
NCOR2	NRIP1	input	-	1.00
NCOR2	PGR	complex; input	-	1.00
NCOR2	PML	activate	->	1.00
NCOR2	POU2F1	predicted	-	0.91
NCOR2	POU5F1	predicted	-	0.91
NCOR2	PPARA	activated by; complex; inhibite; input	<-|	1.00
NCOR2	PPARD	complex; input	-	1.00
NCOR2	PPARG	activate; complex; input	->	1.00
NCOR2	PPARGC1A	input	-	1.00
NCOR2	PRKACA	inhibited by	|-	1.00
NCOR2	PRMT5	predicted	-	0.96
NCOR2	RARA	complex; input	-	1.00
NCOR2	RARB	complex; input	-	1.00
NCOR2	RARG	complex; input	-	1.00
NCOR2	RBBP4	activate	->	1.00
NCOR2	RBBP7	activate	->	1.00
NCOR2	RBPJ	PPrel: inhibition; activated by; complex; input	<-|	1.00
NCOR2	RBPJL	PPrel: inhibition	-|	1.00
NCOR2	RCOR1	predicted	-	0.91
NCOR2	RORA	complex; input	-	1.00
NCOR2	RORB	complex; input	-	1.00
NCOR2	RORC	complex; input	-	1.00
NCOR2	RPS27A	catalyze; input	->	1.00
NCOR2	RUNX1T1	predicted	-	0.96
NCOR2	RXRA	activated by; complex; input	<-	1.00
NCOR2	RXRB	complex; input	-	1.00
NCOR2	RXRG	complex; input	-	1.00
NCOR2	SAP30	complex	-	1.00
NCOR2	SAP30L	complex	-	1.00
NCOR2	SIN3A	complex	-	1.00
NCOR2	SIN3B	complex	-	1.00
NCOR2	SIRT1	predicted	-	0.89
NCOR2	SKI	complex; input	-	1.00
NCOR2	SKIL	complex; input	-	1.00
NCOR2	SMAD2	complex; input	-	1.00
NCOR2	SMAD3	complex; input	-	1.00
NCOR2	SMAD4	complex; input	-	1.00
NCOR2	SMARCA4	predicted	-	0.90
NCOR2	SMARCC2	predicted	-	0.89
NCOR2	SMARCD3	activated by; inhibite; input	<-|	1.00
NCOR2	SNW1	complex; input	-	1.00
NCOR2	SOX2	predicted	-	0.91
NCOR2	SPEN	predicted	-	0.97
NCOR2	SUDS3	predicted	-	0.94
NCOR2	SUMO1	catalyzed by; input	<-	1.00
NCOR2	SUPT4H1	predicted	-	0.94
NCOR2	SUZ12	activate	->	1.00
NCOR2	TAF7	predicted	-	0.91
NCOR2	TBL1X	activated by; complex; input	<-	1.00
NCOR2	TBL1XR1	activated by; complex; input	<-	1.00
NCOR2	TBL1Y	predicted	-	0.98
NCOR2	TGS1	activated by; inhibite; input	<-|	1.00
NCOR2	THRA	complex; input	-	1.00
NCOR2	THRAP3	input	-	1.00
NCOR2	THRB	complex; input	-	1.00
NCOR2	TNF	reaction	-	1.00
NCOR2	TNFRSF1A	reaction	-	1.00
NCOR2	TNIK	predicted	-	0.91
NCOR2	TRIM28	activate; inhibited by	|->	1.00
NCOR2	UBA52	catalyze; input	->	1.00
NCOR2	UBB	catalyze; input	->	1.00
NCOR2	UBC	catalyze; input	->	1.00
NCOR2	UBE2I	catalyzed by; input; reaction	<-	1.00
NCOR2	VDR	complex; input	-	1.00
NCOR2	ZBTB16	predicted	-	0.92
NCOR2	ZBTB5	predicted	-	0.96
NCOR2	ZBTB6	predicted	-	0.91
NCOR2	ZBTB7A	predicted	-	0.96
NCR2	TYROBP	PPrel: binding/association; complex; input	-	1.00
NCR3	NCR3LG1	complex; input	-	1.00
NCR3	SLAMF6	predicted	-	0.94
NCR3	SLAMF7	predicted	-	0.90
NCSTN	NGF	catalyze	->	1.00
NCSTN	NGFR	catalyze	->	1.00
NCSTN	NOTCH1	PPrel: activation; activate; catalyze	->	1.00
NCSTN	NOTCH2	PPrel: activation; activate; catalyze	->	1.00
NCSTN	NOTCH3	PPrel: activation; activate; catalyze	->	1.00
NCSTN	NOTCH4	PPrel: activation; activate; catalyze	->	1.00
NCSTN	PSEN1	complex; input	-	1.00
NCSTN	PSEN2	complex; input	-	1.00
NCSTN	PSENEN	complex; input	-	1.00
NCSTN	SDC3	activate	->	1.00
NCSTN	SORT1	activate	->	1.00
NCSTN	TRAF6	activate; catalyze	->	1.00
NCSTN	YBX1	catalyze	->	1.00
NCSTN	ZNF274	activate	->	1.00
NDC1	NEK6	catalyzed by	<-	1.00
NDC1	NEK9	catalyzed by	<-	1.00
NDC1	NPM1	complex; input	-	1.00
NDC1	NUP107	complex; input	-	1.00
NDC1	NUP133	complex; input	-	1.00
NDC1	NUP153	complex; input	-	1.00
NDC1	NUP155	complex; input	-	1.00
NDC1	NUP160	complex; input	-	1.00
NDC1	NUP188	complex; input	-	1.00
NDC1	NUP205	complex; input	-	1.00
NDC1	NUP210	complex; input	-	1.00
NDC1	NUP214	complex; input	-	1.00
NDC1	NUP35	complex; input	-	1.00
NDC1	NUP37	complex; input	-	1.00
NDC1	NUP42	complex; input	-	1.00
NDC1	NUP43	complex; input	-	1.00
NDC1	NUP50	complex; input	-	1.00
NDC1	NUP54	complex; input	-	1.00
NDC1	NUP58	complex; input	-	1.00
NDC1	NUP62	complex; input	-	1.00
NDC1	NUP85	complex; input	-	1.00
NDC1	NUP88	complex; input	-	1.00
NDC1	NUP93	complex; input	-	1.00
NDC1	NUP98	complex; input	-	1.00
NDC1	NXF1	activate; complex; input	->	1.00
NDC1	NXF2	activate; complex; input	->	1.00
NDC1	NXT1	activate; complex; input	->	1.00
NDC1	PHAX	activate	->	1.00
NDC1	PIAS3	reaction	-	1.00
NDC1	PML	catalyze	->	1.00
NDC1	POLDIP3	activate; complex; input	->	1.00
NDC1	POM121	complex; input	-	1.00
NDC1	POM121C	complex; input	-	1.00
NDC1	PSIP1	complex; input	-	1.00
NDC1	RACGAP1	predicted	-	0.91
NDC1	RAE1	complex; input	-	1.00
NDC1	RAN	activate; catalyze; complex; input	->	1.00
NDC1	RANBP2	catalyze; complex; input	->	1.00
NDC1	RANGAP1	complex	-	1.00
NDC1	RBM8A	activate; complex; input	->	1.00
NDC1	RNPS1	activate; complex; input	->	1.00
NDC1	SARNP	activate; input	->	1.00
NDC1	SEC13	complex; input	-	1.00
NDC1	SEH1L	complex; input	-	1.00
NDC1	SLBP	activate	->	1.00
NDC1	SLU7	activate; input	->	1.00
NDC1	SMN1	activate	->	1.00
NDC1	SNRPB	activate	->	1.00
NDC1	SNRPD1	activate	->	1.00
NDC1	SNRPD2	activate	->	1.00
NDC1	SNRPD3	activate	->	1.00
NDC1	SNRPE	activate	->	1.00
NDC1	SNRPF	activate	->	1.00
NDC1	SNRPG	activate	->	1.00
NDC1	SNUPN	activate	->	1.00
NDC1	SP100	catalyze	->	1.00
NDC1	SRRM1	activate; complex; input	->	1.00
NDC1	SRSF1	activate; input	->	1.00
NDC1	SRSF11	activate; input	->	1.00
NDC1	SRSF2	activate; input	->	1.00
NDC1	SRSF3	activate; input	->	1.00
NDC1	SRSF4	activate; input	->	1.00
NDC1	SRSF5	activate; input	->	1.00
NDC1	SRSF6	activate; input	->	1.00
NDC1	SRSF7	activate; input	->	1.00
NDC1	SRSF9	activate; input	->	1.00
NDC1	STIL	predicted	-	0.89
NDC1	SUMO1	catalyze	->	1.00
NDC1	SUMO2	catalyze	->	1.00
NDC1	SUMO3	catalyze	->	1.00
NDC1	SYMPK	activate	->	1.00
NDC1	THOC1	activate; input	->	1.00
NDC1	THOC2	activate; input	->	1.00
NDC1	THOC3	activate; input	->	1.00
NDC1	THOC5	activate; input	->	1.00
NDC1	THOC6	activate; input	->	1.00
NDC1	THOC7	activate; input	->	1.00
NDC1	TOP2A	catalyze	->	1.00
NDC1	TPR	complex; input	-	1.00
NDC1	U2AF1	activate; input	->	1.00
NDC1	U2AF1L4	activate; input	->	1.00
NDC1	U2AF2	activate; input	->	1.00
NDC1	UBE2I	catalyze; complex	->	1.00
NDC1	UPF3B	activate; complex; input	->	1.00
NDC1	WDR33	activate	->	1.00
NDC1	XPO1	activate; complex; input	->	1.00
NDC1	XPOT	catalyze	->	1.00
NDC1	ZC3H11A	activate; input	->	1.00
NDC80	NDE1	complex; input	-	1.00
NDC80	NDEL1	complex; input	-	1.00
NDC80	NEIL3	predicted	-	0.90
NDC80	NEK2	predicted	-	0.99
NDC80	NSL1	complex; input	-	1.00
NDC80	NUDC	complex; input	-	1.00
NDC80	NUF2	complex; input	-	1.00
NDC80	NUP107	complex; input	-	1.00
NDC80	NUP133	complex; input	-	1.00
NDC80	NUP160	complex; input	-	1.00
NDC80	NUP37	complex; input	-	1.00
NDC80	NUP43	complex; input	-	1.00
NDC80	NUP85	complex; input	-	1.00
NDC80	NUP98	complex; input	-	1.00
NDC80	NUSAP1	predicted	-	0.97
NDC80	OIP5	predicted	-	0.93
NDC80	PAFAH1B1	complex; input	-	1.00
NDC80	PBK	predicted	-	0.96
NDC80	PDS5A	complex; input	-	1.00
NDC80	PDS5B	complex; input	-	1.00
NDC80	PKMYT1	predicted	-	0.95
NDC80	PLK1	activated by; catalyzed by; complex; input	<-	1.00
NDC80	PMF1	complex; input	-	1.00
NDC80	POLQ	predicted	-	0.90
NDC80	PPP1CC	complex; input	-	1.00
NDC80	PRC1	predicted	-	0.96
NDC80	PTTG1	predicted	-	0.97
NDC80	RACGAP1	predicted	-	0.90
NDC80	RAD21	complex; input	-	1.00
NDC80	RAD51	predicted	-	0.89
NDC80	RAD51AP1	predicted	-	0.90
NDC80	RAD54L	predicted	-	0.93
NDC80	RANBP2	complex; input	-	1.00
NDC80	RANGAP1	complex; input	-	1.00
NDC80	RCC2	complex; input	-	1.00
NDC80	RPS27	complex; input	-	1.00
NDC80	SEC13	complex; input	-	1.00
NDC80	SEH1L	complex; input	-	1.00
NDC80	SGO1	complex; input	-	1.00
NDC80	SGO2	complex; input	-	1.00
NDC80	SKA1	complex; input	-	1.00
NDC80	SKA2	complex; input	-	1.00
NDC80	SKA3	predicted	-	0.97
NDC80	SMC1A	complex; input	-	1.00
NDC80	SMC2	predicted	-	0.94
NDC80	SMC3	complex; input	-	1.00
NDC80	SPAG5	predicted	-	0.98
NDC80	SPC24	complex; input	-	1.00
NDC80	SPC25	complex; input	-	1.00
NDC80	SPDL1	complex; input	-	1.00
NDC80	STAG1	complex; input	-	1.00
NDC80	STAG2	complex; input	-	1.00
NDC80	STIL	predicted	-	0.95
NDC80	STMN1	predicted	-	0.96
NDC80	TACC3	predicted	-	0.96
NDC80	TAOK1	complex; input	-	1.00
NDC80	TIMELESS	predicted	-	0.91
NDC80	TOP2A	predicted	-	0.96
NDC80	TPX2	predicted	-	0.97
NDC80	TRIP13	predicted	-	0.95
NDC80	TTK	predicted	-	0.98
NDC80	TYMS	predicted	-	0.90
NDC80	UBE2C	predicted	-	0.96
NDC80	VRK1	predicted	-	0.92
NDC80	WAPL	complex; input	-	1.00
NDC80	WDHD1	predicted	-	0.93
NDC80	XPO1	complex; input	-	1.00
NDC80	XRCC2	predicted	-	0.90
NDC80	ZW10	complex; input	-	1.00
NDC80	ZWILCH	complex; input	-	1.00
NDC80	ZWINT	complex; input	-	1.00
NDE1	NDEL1	complex; input	-	1.00
NDE1	NEDD1	complex; input	-	1.00
NDE1	NEK2	complex	-	1.00
NDE1	NIN	predicted	-	0.92
NDE1	NINL	complex	-	1.00
NDE1	NME7	complex; input	-	1.00
NDE1	NPHP1	complex; input	-	1.00
NDE1	NPHP4	complex; input	-	1.00
NDE1	NSL1	complex; input	-	1.00
NDE1	NUDC	complex; input	-	1.00
NDE1	NUF2	complex; input	-	1.00
NDE1	NUMA1	complex; input	-	1.00
NDE1	NUP107	complex; input	-	1.00
NDE1	NUP133	complex; input	-	1.00
NDE1	NUP160	complex; input	-	1.00
NDE1	NUP37	complex; input	-	1.00
NDE1	NUP43	complex; input	-	1.00
NDE1	NUP85	complex; input	-	1.00
NDE1	NUP98	complex; input	-	1.00
NDE1	ODF2	complex	-	1.00
NDE1	OFD1	complex	-	1.00
NDE1	PAFAH1B1	complex; input	-	1.00
NDE1	PCM1	complex	-	1.00
NDE1	PCNT	complex	-	1.00
NDE1	PDS5A	complex; input	-	1.00
NDE1	PDS5B	complex; input	-	1.00
NDE1	PLK1	catalyzed by; complex; input	<-	1.00
NDE1	PLK4	complex	-	1.00
NDE1	PMF1	complex; input	-	1.00
NDE1	PPP1CC	complex; input	-	1.00
NDE1	PPP2R1A	complex	-	1.00
NDE1	PRKACA	complex	-	1.00
NDE1	PRKAR2B	complex	-	1.00
NDE1	RAB11A	complex; input	-	1.00
NDE1	RAB3IP	complex; input	-	1.00
NDE1	RAB8A	catalyze	->	1.00
NDE1	RAD21	complex; input	-	1.00
NDE1	RANBP2	complex; input	-	1.00
NDE1	RANGAP1	complex; input	-	1.00
NDE1	RCC2	complex; input	-	1.00
NDE1	RPGRIP1L	complex; input	-	1.00
NDE1	RPS27	complex; input	-	1.00
NDE1	SCLT1	complex; input	-	1.00
NDE1	SDCCAG8	complex	-	1.00
NDE1	SEC13	complex; input	-	1.00
NDE1	SEH1L	complex; input	-	1.00
NDE1	SEPTIN2	activated by	<-	1.00
NDE1	SFI1	complex	-	1.00
NDE1	SGO1	complex; input	-	1.00
NDE1	SGO2	complex; input	-	1.00
NDE1	SKA1	complex; input	-	1.00
NDE1	SKA2	complex; input	-	1.00
NDE1	SMC1A	complex; input	-	1.00
NDE1	SMC3	complex; input	-	1.00
NDE1	SPC24	complex; input	-	1.00
NDE1	SPC25	complex; input	-	1.00
NDE1	SPDL1	complex; input	-	1.00
NDE1	SSNA1	complex	-	1.00
NDE1	STAG1	complex; input	-	1.00
NDE1	STAG2	complex; input	-	1.00
NDE1	TAOK1	complex; input	-	1.00
NDE1	TCTN1	complex; input	-	1.00
NDE1	TCTN2	complex; input	-	1.00
NDE1	TCTN3	complex; input	-	1.00
NDE1	TMEM216	complex; input	-	1.00
NDE1	TMEM67	complex; input	-	1.00
NDE1	TPX2	complex; input	-	1.00
NDE1	TTBK2	complex; input	-	1.00
NDE1	TUBA1A	complex	-	1.00
NDE1	TUBA4A	complex	-	1.00
NDE1	TUBB	complex	-	1.00
NDE1	TUBB4A	complex	-	1.00
NDE1	TUBB4B	complex	-	1.00
NDE1	TUBG1	complex; input	-	1.00
NDE1	TUBG2	complex; input	-	1.00
NDE1	TUBGCP2	complex; input	-	1.00
NDE1	TUBGCP3	complex; input	-	1.00
NDE1	TUBGCP4	complex; input	-	1.00
NDE1	TUBGCP5	complex; input	-	1.00
NDE1	TUBGCP6	complex; input	-	1.00
NDE1	WAPL	complex; input	-	1.00
NDE1	XPO1	complex; input	-	1.00
NDE1	YWHAE	complex	-	1.00
NDE1	YWHAG	complex	-	1.00
NDE1	ZW10	complex; input	-	1.00
NDE1	ZWILCH	complex; input	-	1.00
NDE1	ZWINT	complex; input	-	1.00
NDEL1	NSL1	complex; input	-	1.00
NDEL1	NUDC	complex; input	-	1.00
NDEL1	NUF2	complex; input	-	1.00
NDEL1	NUP107	complex; input	-	1.00
NDEL1	NUP133	complex; input	-	1.00
NDEL1	NUP160	complex; input	-	1.00
NDEL1	NUP37	complex; input	-	1.00
NDEL1	NUP43	complex; input	-	1.00
NDEL1	NUP85	complex; input	-	1.00
NDEL1	NUP98	complex; input	-	1.00
NDEL1	PAFAH1B1	complex; input	-	1.00
NDEL1	PDS5A	complex; input	-	1.00
NDEL1	PDS5B	complex; input	-	1.00
NDEL1	PLK1	catalyzed by; complex; input	<-	1.00
NDEL1	PMF1	complex; input	-	1.00
NDEL1	PPP1CC	complex; input	-	1.00
NDEL1	RAD21	complex; input	-	1.00
NDEL1	RANBP2	complex; input	-	1.00
NDEL1	RANGAP1	complex; input	-	1.00
NDEL1	RCC2	complex; input	-	1.00
NDEL1	RPS27	complex; input	-	1.00
NDEL1	SEC13	complex; input	-	1.00
NDEL1	SEH1L	complex; input	-	1.00
NDEL1	SGO1	complex; input	-	1.00
NDEL1	SGO2	complex; input	-	1.00
NDEL1	SKA1	complex; input	-	1.00
NDEL1	SKA2	complex; input	-	1.00
NDEL1	SMC1A	complex; input	-	1.00
NDEL1	SMC3	complex; input	-	1.00
NDEL1	SPC24	complex; input	-	1.00
NDEL1	SPC25	complex; input	-	1.00
NDEL1	SPDL1	complex; input	-	1.00
NDEL1	STAG1	complex; input	-	1.00
NDEL1	STAG2	complex; input	-	1.00
NDEL1	TACC3	complex; input	-	1.00
NDEL1	TAOK1	complex; input	-	1.00
NDEL1	WAPL	complex; input	-	1.00
NDEL1	XPO1	complex; input	-	1.00
NDEL1	YWHAE	complex; input	-	1.00
NDEL1	ZW10	complex; input	-	1.00
NDEL1	ZWILCH	complex; input	-	1.00
NDEL1	ZWINT	complex; input	-	1.00
NDFIP1	NDFIP2	predicted	-	0.95
NDFIP1	NEDD4	predicted	-	0.96
NDFIP1	NEDD4L	predicted	-	0.96
NDFIP1	SMURF1	predicted	-	0.93
NDFIP1	WWP2	predicted	-	0.93
NDFIP2	NEDD4	predicted	-	0.96
NDFIP2	NEDD4L	predicted	-	0.96
NDFIP2	SMURF1	predicted	-	0.93
NDFIP2	WWP2	predicted	-	0.93
NDN	NGF	complex; input	-	1.00
NDN	NGFR	complex; input	-	1.00
NDN	RPL23	predicted	-	0.91
NDN	SIRT1	predicted	-	0.95
NDN	SORT1	complex; input	-	1.00
NDN	SOX2	predicted	-	0.91
NDN	TOP2A	predicted	-	0.91
NDN	TP53	predicted	-	0.91
NDN	WWOX	predicted	-	0.91
NDN	ZBTB7B	predicted	-	0.91
NDOR1	NUBP1	catalyze	->	1.00
NDOR1	NUBP2	catalyze	->	1.00
NDRG1	NDRG2	predicted	-	0.92
NDRG1	SMARCB1	expression regulated by	<-	1.00
NDRG1	STAT3	expression regulated by	<-	1.00
NDRG1	YWHAG	predicted	-	0.90
NDRG2	NDRG4	predicted	-	0.92
NDRG2	SPI1	expression regulated by	<-	1.00
NDRG3	YY1	expression regulated by	<-	1.00
NDRG4	RTN3	predicted	-	0.91
NDST1	NDST2	predicted	-	0.96
NDST1	NDST3	predicted	-	0.90
NDST1	NDST4	predicted	-	0.96
NDST1	SDC1	catalyze	->	1.00
NDST1	SDC2	catalyze	->	1.00
NDST1	SDC3	catalyze	->	1.00
NDST1	SDC4	catalyze	->	1.00
NDST2	NDST3	predicted	-	0.96
NDST2	SDC1	catalyze	->	1.00
NDST2	SDC2	catalyze	->	1.00
NDST2	SDC3	catalyze	->	1.00
NDST2	SDC4	catalyze	->	1.00
NDST3	NDST4	predicted	-	0.98
NDUFA1	NDUFA10	complex	-	1.00
NDUFA1	NDUFA11	complex	-	1.00
NDUFA1	NDUFA12	complex; input	-	1.00
NDUFA1	NDUFA13	complex	-	1.00
NDUFA1	NDUFA2	complex	-	1.00
NDUFA1	NDUFA3	complex	-	1.00
NDUFA1	NDUFA5	complex	-	1.00
NDUFA1	NDUFA6	complex	-	1.00
NDUFA1	NDUFA7	complex	-	1.00
NDUFA1	NDUFA8	complex	-	1.00
NDUFA1	NDUFA9	complex; input	-	1.00
NDUFA1	NDUFAB1	complex	-	1.00
NDUFA1	NDUFAF1	complex; input	-	1.00
NDUFA1	NDUFAF2	complex; input	-	1.00
NDUFA1	NDUFAF3	complex; input	-	1.00
NDUFA1	NDUFAF4	complex; input	-	1.00
NDUFA1	NDUFAF5	complex; input	-	1.00
NDUFA1	NDUFAF6	complex; input	-	1.00
NDUFA1	NDUFAF7	complex; input	-	1.00
NDUFA1	NDUFB1	complex	-	1.00
NDUFA1	NDUFB10	complex	-	1.00
NDUFA1	NDUFB11	complex	-	1.00
NDUFA1	NDUFB2	complex	-	1.00
NDUFA1	NDUFB3	complex	-	1.00
NDUFA1	NDUFB4	complex	-	1.00
NDUFA1	NDUFB5	complex	-	1.00
NDUFA1	NDUFB6	complex; input	-	1.00
NDUFA1	NDUFB7	complex	-	1.00
NDUFA1	NDUFB8	complex	-	1.00
NDUFA1	NDUFB9	complex	-	1.00
NDUFA1	NDUFC1	complex	-	1.00
NDUFA1	NDUFC2	complex	-	1.00
NDUFA1	NDUFS1	complex; input	-	1.00
NDUFA1	NDUFS2	complex; input	-	1.00
NDUFA1	NDUFS3	complex; input	-	1.00
NDUFA1	NDUFS4	complex; input	-	1.00
NDUFA1	NDUFS5	complex; input	-	1.00
NDUFA1	NDUFS6	complex; input	-	1.00
NDUFA1	NDUFS7	complex; input	-	1.00
NDUFA1	NDUFS8	complex; input	-	1.00
NDUFA1	NDUFV1	complex; input	-	1.00
NDUFA1	NDUFV2	complex; input	-	1.00
NDUFA1	NDUFV3	complex; input	-	1.00
NDUFA1	PINK1	PPrel: inhibited by	|-	1.00
NDUFA1	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA1	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA1	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA1	SNCA	PPrel: inhibited by	|-	1.00
NDUFA1	TARDBP	PPrel: inhibited by	|-	1.00
NDUFA1	TIMMDC1	complex; input	-	1.00
NDUFA1	TMEM126B	complex; input	-	1.00
NDUFA1	TMEM186	complex; input	-	1.00
NDUFA1	UQCRB	predicted	-	0.96
NDUFA1	UQCRC1	predicted	-	0.92
NDUFA1	UQCRC2	predicted	-	0.93
NDUFA1	UQCRH	predicted	-	0.90
NDUFA10	NDUFA11	complex	-	1.00
NDUFA10	NDUFA12	complex; input	-	1.00
NDUFA10	NDUFA13	complex	-	1.00
NDUFA10	NDUFA2	complex	-	1.00
NDUFA10	NDUFA3	complex	-	1.00
NDUFA10	NDUFA4	predicted	-	0.97
NDUFA10	NDUFA5	complex	-	1.00
NDUFA10	NDUFA6	complex	-	1.00
NDUFA10	NDUFA7	complex	-	1.00
NDUFA10	NDUFA8	complex	-	1.00
NDUFA10	NDUFA9	complex; input	-	1.00
NDUFA10	NDUFAB1	complex	-	1.00
NDUFA10	NDUFAF1	complex; input	-	1.00
NDUFA10	NDUFAF2	complex; input	-	1.00
NDUFA10	NDUFAF3	complex; input	-	1.00
NDUFA10	NDUFAF4	complex; input	-	1.00
NDUFA10	NDUFAF5	complex; input	-	1.00
NDUFA10	NDUFAF6	complex; input	-	1.00
NDUFA10	NDUFAF7	complex; input	-	1.00
NDUFA10	NDUFB1	complex	-	1.00
NDUFA10	NDUFB10	complex	-	1.00
NDUFA10	NDUFB11	complex	-	1.00
NDUFA10	NDUFB2	complex	-	1.00
NDUFA10	NDUFB3	complex	-	1.00
NDUFA10	NDUFB4	complex	-	1.00
NDUFA10	NDUFB5	complex	-	1.00
NDUFA10	NDUFB6	complex; input	-	1.00
NDUFA10	NDUFB7	complex	-	1.00
NDUFA10	NDUFB8	complex	-	1.00
NDUFA10	NDUFB9	complex	-	1.00
NDUFA10	NDUFC1	complex	-	1.00
NDUFA10	NDUFC2	complex	-	1.00
NDUFA10	NDUFS1	complex; input	-	1.00
NDUFA10	NDUFS2	complex; input	-	1.00
NDUFA10	NDUFS3	complex; input	-	1.00
NDUFA10	NDUFS4	complex; input	-	1.00
NDUFA10	NDUFS5	complex; input	-	1.00
NDUFA10	NDUFS6	complex; input	-	1.00
NDUFA10	NDUFS7	complex; input	-	1.00
NDUFA10	NDUFS8	complex; input	-	1.00
NDUFA10	NDUFV1	complex; input	-	1.00
NDUFA10	NDUFV2	complex; input	-	1.00
NDUFA10	NDUFV3	complex; input	-	1.00
NDUFA10	PDHA1	predicted	-	0.92
NDUFA10	PINK1	PPrel: inhibited by	|-	1.00
NDUFA10	PRKACA	PPrel: inhibited by	|-	1.00
NDUFA10	PRKACB	PPrel: inhibited by	|-	1.00
NDUFA10	PRKACG	PPrel: inhibited by	|-	1.00
NDUFA10	SDHB	predicted	-	0.93
NDUFA10	SNCA	PPrel: inhibited by	|-	1.00
